"uid","platform"
"aid_v1_D2E67938-C819-4CBE-8809-EB8C7B47FE9E","iphone"
"358096051223580","android"
"352069054968382","android"
"0x7349a86007284bf0","wap"
"1946072439","site"
"354895055113265","android"
"354895055009836","android"
"1240911253","site"
"1025737830","site"
"aid_v1_7B79FE5B-572F-4F73-8AED-3607BBCFC4F5","iphone"
"6c979ddb367e1faa","android"
"358960040153820","android"
"911334750195613","android"
"0x4995e34b379fa136","wap"
"aid_v1_85B6CF0B-9250-4155-887C-CEC1B5B7751C","iphone"
"358239053350841","android"
"354895050937734","android"
"355300051307689","android"
"358239053403012","android"
"354895050866230","android"
"25a4086e239e6794","android"
"249406351","site"
"911314103623610","android"
"355300051336415","android"
"355300051344559","android"
"911316200064895","android"
"1514758905","site"
"6c24d3309b326035","android"
"aid_v1_17E61814-6788-4A87-ABCF-0AF0E85EB876","iphone"
"354895050835169","android"
"1552544061","site"
"351710056848186","android"
"a94fa03ec8322b80","android"
"6bff1662173eefcc","android"
"359691041879092","android"
"b615a459cb70b83d","android"
"355300051474216","android"
"0xca1fddf6573ac786","wap"
"354895050799704","android"
"355300051514243","android"
"351710055004252","android"
"357634057981420","android"
"7ffa5c311a0c7fb8","android"
"6bbd209a9908b26b","android"
"358096050718291","android"
"800959738","site"
"358096050618509","android"
"99000209705920","android"
"351816050303795","android"
"6b94fd5022d2e31c","android"
"351602063750440","android"
"911334250035186","android"
"aid_v1_1FC42E52-2354-4285-950E-AA219C2E960A","iphone"
"aid_v1_FA95423C-F314-4F69-B61F-08183AFF7855","iphone"
"1452040628","site"
"1849ecb5ffa5c103","android"
"359691040192018","android"
"355300055545516","android"
"355300055604081","android"
"911307550232471","android"
"6b7c73c26dd70f1c","android"
"354895050730469","android"
"6b669b83a57a1b6","android"
"358239053420248","android"
"aid_v1_FA930905-FC24-426B-82E5-C81F784C9E33","iphone"
"248374637","site"
"354895050730303","android"
"1947427628","site"
"aid_v1_B2679660-1AF5-4A86-98BF-50960DCF8827","iphone"
"807296606","site"
"6b0497290b3883b","android"
"357091055258717","android"
"aid_v1_7AE61E02-F971-4A7A-BF51-DEFC1DF13BC1","iphone"
"354895050672562","android"
"0xc5b397773b75c19c","wap"
"b63571d2b2a3453e","android"
"355300056279941","android"
"9bd82354f5b60d2e","android"
"aid_v1_863AFA70-86B3-4BA4-ABE9-E1A855A9459C","iphone"
"25c4f7006a531325","android"
"0xf9cd1637b3d8902e","wap"
"355301043430324","android"
"917b21313aab2a0e","android"
"1452040628","widget"
"352272054590244","android"
"354895050608251","android"
"351602062866247","android"
"6a0e326ec314962f","android"
"80ce6f3afef58fe3","android"
"80d9bd6056a22f91","android"
"1036575055","site"
"aid_v1_D2DA6A13-29B5-453B-9E59-8337B1FA27FA","iphone"
"355332057628214","android"
"25c5643b273dafec","android"
"80e1c06d3c03637f","android"
"359656043736715","android"
"354895050543201","android"
"355355052856613","android"
"355357052042400","android"
"aid_v1_20AA4254-81B9-4CD9-87A6-55C094F8F473","iphone"
"04e843eb","android"
"911308350700162","android"
"355357053925181","android"
"99000204701625","android"
"81174309","site"
"81200e90436f1119","android"
"812398359","site"
"355357058618310","android"
"6994de1ce904730a","android"
"18514717febe3fab","android"
"0xdb8f08e95467e824","wap"
"0xf587fd2aa10be7f9","wap"
"354895050469779","android"
"917d4e43854b74ce","android"
"355358050730137","android"
"aid_v1_7A759DE5-B729-4D7B-ADC0-62692945ECC3","iphone"
"351602061775480","android"
"aid_v1_C063F3D9-481B-4E7C-BF78-2C3CC804AC33","iphone"
"d293e10a85fda79b","android"
"013647007426094","android"
"99000343058323","android"
"355386050523749","android"
"354895050437883","android"
"0x1ae66f87c9c86a9f","wap"
"355386050929888","android"
"aid_v1_20C7B3FC-29BC-438A-B2C1-29C6FC0AA754","iphone"
"aid_v1_7A663132-8F04-4B7A-A17B-A5E699B0E0C5","iphone"
"0x94ba999d8484931a","wap"
"986dce4a0d22ade9","android"
"a3056430152d77de","android"
"359643050881196","android"
"aid_v1_86903099-38A6-4E62-853A-2AAF416611C5","iphone"
"816a790a3275fd49","android"
"358239054292364","android"
"351602061691638","android"
"A0000014325B56","android"
"351602061622302","android"
"911332750148186","android"
"354895050311575","android"
"355387050575168","android"
"354895050281174","android"
"818385847","site"
"354895050259170","android"
"15514f6619b59be7","android"
"354895050245260","android"
"355387052311950","android"
"819614300","site"
"0xb88309567fee3936","wap"
"aid_v1_4BDE1CC7-EE99-450B-AE04-5E3F6416D15E","iphone"
"358094052726610","android"
"819937353","site"
"357091058294214","android"
"1514758905","widget"
"0x7eec846fc365a2bc","wap"
"0xcfafc90a51a3bb79","wap"
"1852706495","site"
"de55712d099328ef","android"
"aid_v1_F9008C3C-E8CA-4102-92B7-F2B212AFDD12","iphone"
"358913054092004","android"
"359633048498781","android"
"351602060119680","android"
"1170725475","site"
"0x3df69e75058cacf1","wap"
"aid_v1_A907AC33-7BE6-4E64-9740-0EC5A53C0545","iphone"
"aid_v1_F8FD80C6-2492-41D7-ACEA-F82BC4ADAC18","iphone"
"355426050347234","android"
"358913054967650","android"
"354895050195564","android"
"81bde794db1fadf4","android"
"1435308345","site"
"358094052724417","android"
"1452591398","site"
"355426050635570","android"
"354895050157556","android"
"685ca335f4b55e34","android"
"355428051569733","android"
"685728493","site"
"820aa169102d875a","android"
"352272054480305","android"
"354895050146021","android"
"358094052455079","android"
"820d186f4bebf0ff","android"
"911313900671343","android"
"355428051963993","android"
"aid_v1_2141AA81-503D-4855-9014-594BFD9ABE24","iphone"
"0x7a4aebf407d2c63a","wap"
"aid_v1_57C91F75-A7F3-49AD-96EA-6866C218A144","iphone"
"1626200721","site"
"aid_v1_8717BF08-6253-4811-83AE-A96FDC84C560","iphone"
"1927922324","site"
"351565054155681","android"
"354895050065221","android"
"b708c2980e26e2e8","android"
"354895050062442","android"
"015d4a82940c140a","android"
"822a85b2da0c38fb","android"
"6821bfd4996079fa","android"
"358239054753829","android"
"359626042629922","android"
"ac93210257c63360","android"
"ce9ea150be14888a","android"
"355431051446670","android"
"681854054","site"
"358094052039451","android"
"680776903","site"
"354895050015895","android"
"357441050935241","android"
"823a904d2dd49be9","android"
"1854830057","site"
"351565053687817","android"
"354895050012397","android"
"679581235","site"
"355431053502009","android"
"354895050012066","android"
"2144423535","site"
"aid_v1_872CFD67-D518-4EBF-8E5D-3DC19D449513","iphone"
"351816050850340","android"
"0x9e058785bf92409b","wap"
"355431055310757","android"
"357122050233916","android"
"354846052305925","android"
"911331650014720","android"
"0x9e2daff5e29bef64","wap"
"354846052167614","android"
"1354023789","site"
"675825610","site"
"354846051703179","android"
"827038686","site"
"0x3cdd2c0eefd7a46e","wap"
"355449058397928","android"
"aid_v1_5C3668C4-9A0A-497D-94FF-E9DE80FDF84E","iphone"
"355449058934324","android"
"351816050949647","android"
"354846051011615","android"
"354846050908464","android"
"355465059193272","android"
"aid_v1_8745A2ED-C485-4D63-87B9-0ECD25F831CE","iphone"
"1926166232","site"
"828e533eb2b81acc","android"
"355472052737139","android"
"911331602964089","android"
"aid_v1_21765D81-4701-458C-A826-E2F9C9530A28","iphone"
"1746127779","site"
"0x7ee15e3753a4ca34","wap"
"354846050274347","android"
"351554057552573","android"
"99000345944386","android"
"354846050194156","android"
"355537050360629","android"
"354843050942114","android"
"1756088084","site"
"99000210060687","android"
"355537050433640","android"
"1432521926","site"
"2468d9f11b75f43d","android"
"1855896288","site"
"aid_v1_4CDB6CED-51D5-44A8-8385-8AE09EAFD5D2","iphone"
"354833057508646","android"
"1855896288","widget"
"355537051987289","android"
"2c1f6872ef5e57ef","android"
"668517026","site"
"355537053977247","android"
"351554057523665","android"
"830cbca40cf60645","android"
"354833057125573","android"
"b76af4f0bdd08bf1","android"
"354833055346494","android"
"355537054870102","android"
"358094051870195","android"
"aid_v1_79192D5D-9E94-4588-978A-B7F5278DCFEA","iphone"
"665acfd83a1b545e","android"
"355537054881307","android"
"aid_v1_538D5365-3B6C-4977-B750-F723F1582046","iphone"
"9b319b790ab11c63","android"
"66596070","site"
"354833054437583","android"
"9b279e212db13783","android"
"355537054884772","android"
"358239054940723","android"
"663184255","site"
"911306650351504","android"
"357138050071031","android"
"0xbd8be5e583ef0c27","wap"
"358239055180360","android"
"354833052370547","android"
"0x125af35bfa17b0ad","wap"
"261415688","site"
"352272053815766","android"
"aid_v1_15FC9A14-219D-4AD3-8C4D-3A1917E6CC74","iphone"
"661104016","site"
"837161781","site"
"355537055059275","android"
"354833052012461","android"
"aid_v1_78D12553-99EB-4029-B3B5-30EF0BE44336","iphone"
"355537055919163","android"
"1917577168","site"
"83744bfdc3dd1586","android"
"660331097","site"
"9b0a1db8be3e7583","android"
"354833051946396","android"
"0x3c14e91bff2f7905","wap"
"358239055304481","android"
"351554056393508","android"
"351816053233403","android"
"355537056279112","android"
"0x9ea56991493f7ddd","wap"
"d48bd8d94d01bad6","android"
"0x9eaa948ca6870328","wap"
"354833050673546","android"
"aid_v1_87D12E09-EBBC-4249-9156-1CCDCA93DDF7","iphone"
"a35893b363a11b","android"
"145606536","site"
"358094051170463","android"
"354833050647383","android"
"aid_v1_52B6F961-EE5B-4BBF-8943-5BBF386E9613","iphone"
"0x3be593c82e1d222c","wap"
"354833050257977","android"
"83b2c3e6439c089e","android"
"1268222522","site"
"aid_v1_220B8F35-08E4-4251-9441-3C48DF876E21","iphone"
"354833050246319","android"
"26159981","site"
"359616047287594","android"
"357572050238127","android"
"358239055556395","android"
"aid_v1_41E493CA-CC11-48E4-94B3-4A8667E76B3C","iphone"
"840ab1822e27f7c1","android"
"0xf910c00c6d97b290","wap"
"658705653","site"
"658700487","site"
"355537058027774","android"
"aid_v1_22164571-95A2-4531-9F46-EFE4A8894EDC","iphone"
"351554054911608","android"
"354826053314191","android"
"6572573978b4247a","android"
"355537059769465","android"
"1857098310","site"
"354826051926210","android"
"355537059956641","android"
"1927970871","site"
"357138051265392","android"
"358835042117439","android"
"846356772","site"
"846473446","site"
"354807055457204","android"
"355577052469945","android"
"357138052054746","android"
"65480e32300d6fd1","android"
"262562177","site"
"358239055853750","android"
"354795057718832","android"
"0x9efff3274dd108c6","wap"
"921269499","site"
"0xbd835e7ba6a51203","wap"
"a360d34b61fc0bd2","android"
"355593050184246","android"
"1268917100","site"
"99000113999322","android"
"355593050230858","android"
"aid_v1_784C6A99-A11D-4E90-9039-C15AFA1F975F","iphone"
"354795051939798","android"
"6523844a50647af5","android"
"84aa92c00f978b10","android"
"0x9f0df57b5ed830af","wap"
"354795050607867","android"
"651955171","site"
"354795050077012","android"
"355666050218899","android"
"0x4c9ec3de11318146","wap"
"359616042573840","android"
"354793059184400","android"
"84dcf80f98e760e1","android"
"aid_v1_882E09E8-D639-4728-AF37-472EC1A5DA1E","iphone"
"99000210135721","android"
"358094050811695","android"
"1268950925","site"
"65013680","site"
"aid_v1_781FE472-FDE4-4A5B-A024-B52D21C3775F","iphone"
"351554054325023","android"
"f2b409c0162e8b76","android"
"8502b6a1233fc9c1","android"
"1814079963","site"
"155415193","site"
"0x4cbe219a66b1c853","wap"
"1813848192","site"
"355666050821916","android"
"64ecebf11bb0c632","android"
"357138054940199","android"
"aid_v1_46B57E68-42DB-4F0D-BEE0-58DD8CB98DD2","iphone"
"358239056288030","android"
"359616042072884","android"
"354792057291761","android"
"852821103","site"
"1628416600","site"
"354792054019751","android"
"853960917","site"
"0x93666a5a018801b7","wap"
"355666051073038","android"
"911331600454430","android"
"355666051161171","android"
"aid_v1_4CDD6655-ACA0-441A-8C8F-0EF0F843210C","iphone"
"aid_v1_779DAAAE-5444-42C2-8847-E59D1AD0ACC3","iphone"
"b8ab790124b88f09","android"
"358927045615517","android"
"354792053119255","android"
"357634051107162","android"
"aid_v1_884ACB85-9057-4A5C-981D-EC2ED5768C82","iphone"
"855b94a12da5dd1f","android"
"8561ff1811a6dc66","android"
"355666051200201","android"
"354785057378018","android"
"0xf6643bf8d49385c4","wap"
"A0000031E55CC1","android"
"357138055008178","android"
"358239056363940","android"
"9aa0362418b6a4e7","android"
"354785057246496","android"
"644532937","site"
"aid_v1_14FF4B15-72C7-4784-A757-FF0F849674C2","iphone"
"8588a7911c2c91b8","android"
"990002036421889","android"
"643787524","site"
"357138055312299","android"
"911331300032007","android"
"357138055436270","android"
"642753453","site"
"355666054719223","android"
"0x09ed5daeefd97b27","wap"
"1473703510","site"
"374023185","site"
"353627055042645","android"
"911239252637360","android"
"0x8591a300b53c4008","wap"
"357634059732185","android"
"353101050707669","android"
"1251667043","site"
"99000146365318","android"
"863057024034544","android"
"aid_v1_7E63278B-3ED9-4DCB-A1E4-567679D84003","iphone"
"5c1990011211ea79","android"
"357634057596384","android"
"1250521403","site"
"99000146500838","android"
"6f860167bae2007","android"
"354098054008947","android"
"357634057136926","android"
"355300050311047","android"
"300301923","site"
"357634054574038","android"
"0xba9eb0e9042939d2","wap"
"99000146521811","android"
"353722053909273","android"
"354895050164453","android"
"7b5ca4f27a6c793d","android"
"354905050804444","android"
"863057024011971","android"
"c0808790b691e21","android"
"0x3f59ceb83b96ee5d","wap"
"353567051469444","android"
"aid_v1_F5458089-1FAB-4DFB-B0D7-DAECBE5E719B","iphone"
"0xbabcccd4abfd294d","wap"
"1249662641","site"
"352569051047692","android"
"aid_v1_C8688DA7-6EE2-49D6-A883-FEDA4E08F555","iphone"
"357634052591117","android"
"355829056506002","android"
"355666057351719","android"
"1248925978","site"
"99000146778326","android"
"356420052614674","android"
"359144048686276","android"
"1248354078","site"
"7b9936155de79d35","android"
"aid_v1_7D70D000-0BF5-4088-8A91-88E2B4C0025A","iphone"
"1988936525","site"
"99000146953295","android"
"5c669dd5aa831016","android"
"1246709740","site"
"0x12fff6211d464098","wap"
"1894649364","site"
"1246574436","site"
"357607050271718","android"
"aid_v1_7D09CC13-BC58-41E4-92C3-2E4AEA76C831","iphone"
"0xbb1fae3227f79459","wap"
"359544051168841","android"
"5c99c049080304c","android"
"0x53e71b864a757db1","wap"
"356420055145635","android"
"354435051130276","android"
"20033c2556eed349","android"
"1245762346","site"
"1245471868","site"
"0x85dfa700a3b2d08f","wap"
"737234649","site"
"0xbb3c42d15b2ddec0","wap"
"189615b79b8f4b66","android"
"353022056253070","android"
"aid_v1_7C974074-28F9-421A-A757-72957498316E","iphone"
"5cbcb42a756d9a05","android"
"0xbb64ef63f2a75e2d","wap"
"99000200466078","android"
"357582055350728","android"
"5cdcd2b9b171d5c1","android"
"99000200605159","android"
"1244638887","site"
"990002025711274","android"
"990002036496444","android"
"355300050303291","android"
"352569050295326","android"
"aid_v1_7C75888B-293C-49D4-A4E8-AB5A07C5705B","iphone"
"e4a56c6b32a1c234","android"
"304d79b72cef9b32","android"
"354098055060111","android"
"0x12e67fc54b6184c7","wap"
"5ce6c7b2d81efd12","android"
"990002037152681","android"
"1506978614","site"
"353102050293965","android"
"5d3b6808a2c00111","android"
"357580050035757","android"
"353168050298049","android"
"353314051718417","android"
"354895050161970","android"
"715669281","site"
"305752715","site"
"99000204412577","android"
"355829058409031","android"
"357579055507943","android"
"44e668e486eb2b6f","android"
"758187616","site"
"357579055391850","android"
"99000204455558","android"
"c08087d06acf0cf","android"
"0x3f29ac7e67dd80b4","wap"
"715794043","site"
"354961050318877","android"
"5d9fc08922facb30","android"
"357579055256715","android"
"352801051856651","android"
"355831056903197","android"
"0x862a8db6cd5ce335","wap"
"357579055153086","android"
"aid_v1_7B5C0068-8C44-46E4-8D78-A918D9DB3A0A","iphone"
"356431053577026","android"
"352569050104221","android"
"357579050484718","android"
"aid_v1_E2E1C9B3-2164-4A12-85D0-38136D658D11","iphone"
"359548040026432","android"
"533068699","site"
"533068699","widget"
"99000204574450","android"
"5dc19201eab6124","android"
"015d18849544061b","android"
"8eb9d0c8a620b095","android"
"1239951700","site"
"99000205155274","android"
"911239253300430","android"
"d8632eb379742e7a","android"
"5dd192751562aaca","android"
"30602261715","android"
"357579050317579","android"
"353022056381343","android"
"355836057434266","android"
"357579050316019","android"
"1557638402","site"
"aid_v1_7AF24194-B97B-411D-B3C7-AF630C458EC5","iphone"
"18b548696d9735e0","android"
"7c0b7105f25061f","android"
"358817041095162","android"
"356433050168254","android"
"354098055957902","android"
"1645115001","site"
"99000205484978","android"
"1239368354","site"
"20033c2556f5c248","android"
"911239253364477","android"
"307674452","site"
"5e23a488755b2fac","android"
"353025050149509","android"
"c0808aeea6ddebf","android"
"358817008028842","android"
"8ed5e99921ffe5df","android"
"99000205731989","android"
"353321051394008","android"
"355300050244669","android"
"0x0a43ed76034e1fe1","wap"
"307ec57d1c6d5dd9","android"
"357577056484286","android"
"164396320","site"
"5e3a5890ce281fe6","android"
"911239253808671","android"
"0x86d1f8877b73ad68","wap"
"b456bf6ddc7e902f","android"
"0x6cc132afac8ee32e","wap"
"308277530","site"
"99000206564158","android"
"359090043808615","android"
"e940b19ea4139f74","android"
"18d0b8de52c191fc","android"
"1237030432","site"
"0x12da21590324afe1","wap"
"99000206699050","android"
"357572052713713","android"
"99000206855844","android"
"357572051865795","android"
"308913440","site"
"354436058496546","android"
"0x0a70fecebd217fc7","wap"
"354098057489995","android"
"1234162579","site"
"355558040138875","android"
"355300050243018","android"
"352424311","site"
"353115054912513","android"
"99000207035650","android"
"deb7678d2a4fc325","android"
"308f787a55645a38","android"
"5e6f225d151a4fbf","android"
"357541050715053","android"
"99000207495578","android"
"0x3eb7c006d64e8990","wap"
"862809020466760","android"
"7c6a52b3cf8c2724","android"
"015d15b4f81fe80f","android"
"99000207817561","android"
"99000207889291","android"
"18da0d3e2eaa3a7","android"
"357541050601493","android"
"1720699902","site"
"356440048251548","android"
"aid_v1_E2C8BD64-AFCD-4161-8D4C-3AA16A710D7A","iphone"
"36ca80cb6a006fd3","android"
"0x12c3132aa49b8448","wap"
"52a73ccc51871ae4","android"
"355300050223283","android"
"1232686244","site"
"18e0f7c9fe588633","android"
"e46c7ad35c013155","android"
"357518052908217","android"
"99000209007273","android"
"30db6670aaf9addd","android"
"aid_v1_78E17D0B-66BE-49B5-AA94-F77427D74620","iphone"
"359160045136784","android"
"18ee19f782a17f0d","android"
"354436057307900","android"
"0xbeb70a7f4e4a16cb","wap"
"716771709","site"
"0xbebd525d3ed721e5","wap"
"354155050655418","android"
"1231234858","site"
"358817005492389","android"
"356446054217786","android"
"359093052817618","android"
"1230976705","site"
"028841c1437fe0d7","android"
"5eeef2b86ccaf723","android"
"355537056913298","android"
"36afc6b5935a3824","android"
"0xbf3a2ba948b19a73","wap"
"355300056025153","android"
"0x3e598ea37e1f3a1f","wap"
"736944478","site"
"352981051657836","android"
"36a8630858b19f15","android"
"353918051663512","android"
"357518051834976","android"
"30fea94ae8949a6","android"
"99000209967717","android"
"357518051743664","android"
"352384055019907","android"
"526822421","site"
"1229185329","site"
"eefb250423582ad6","android"
"0xbf4ee8ea46b5b9a1","wap"
"99000210248171","android"
"353323052277596","android"
"151709028","site"
"355672053406929","android"
"200513843","site"
"c0808cf09b7722f","android"
"1827975529","site"
"356446054826917","android"
"357507053237577","android"
"99000210825367","android"
"31208145615","android"
"744190257","site"
"353722052837293","android"
"358927045548007","android"
"99000210913573","android"
"99000210922845","android"
"355859050517689","android"
"354155051173551","android"
"2115249969","site"
"eefd0a6b8ca58fd0","android"
"1560074735","site"
"08744683","android"
"355449054714472","android"
"aid_v1_7710EA94-2F87-42AE-9403-4B60B040DD9F","iphone"
"1225436044","site"
"355300050216774","android"
"0xc0223903d38d4bf9","wap"
"99000211081396","android"
"878886568","site"
"0xc053d41bfe46145e","wap"
"357507050588923","android"
"99000211274970","android"
"356489050465165","android"
"aid_v1_7669222A-1234-44A0-A2B0-8F72B2C3CC26","iphone"
"3124b3a86beb2680","android"
"862809020240306","android"
"99000215443676","android"
"1902903380","site"
"990002462675800","android"
"1827348073","site"
"f9574a9c7238f138","android"
"0x5eb3ccffdb4f3a86","wap"
"aid_v1_FD029446-333E-4656-87EA-FC4050E6D1D6","iphone"
"357506051766686","android"
"1902949733","site"
"354953057681365","android"
"357506051586720","android"
"0xc0ea92bb75d8c6fc","wap"
"355300050162903","android"
"0x880900c05392677e","wap"
"12204773","site"
"357506051569478","android"
"601354634","site"
"314022109","site"
"ded97690728ff85a","android"
"013778001921572","android"
"352384051713214","android"
"355558050042702","android"
"99000252189199","android"
"353966050711592","android"
"5201d160712b8555","android"
"520055210","site"
"358927040099220","android"
"357506050137897","android"
"315019648","site"
"1638186199","site"
"358921050181978","android"
"1217699583","site"
"dc58e94f8bc2ff0d","android"
"355859051628709","android"
"aid_v1_74193B46-76F0-4255-874A-977F114627F2","iphone"
"190361838","site"
"2006651645","site"
"99000255100116","android"
"603738537","site"
"353918056090364","android"
"aid_v1_C3B99EDE-8DC5-4B36-92F1-2B6530C368D6","iphone"
"aid_v1_73F84C1B-8A15-459B-98D6-61B39347EB9F","iphone"
"e41d20311f19b574","android"
"352384050939265","android"
"862809020006699","android"
"aid_v1_73F471DF-7E3C-4D0A-B0B8-8D7C4BBC1E53","iphone"
"2008654779","site"
"358810044126191","android"
"365830986","site"
"357504050023985","android"
"8f1757b205f7efd5","android"
"c08fcab47d776e0c","android"
"aid_v1_E1F0D0EE-F9F2-4C9B-9355-C190F5DADB59","iphone"
"603794722","site"
"99000257599191","android"
"357491050027796","android"
"015d4a826d281618","android"
"0xc1a2f83e6d06c814","wap"
"99000293951656","android"
"aid_v1_73D0CEC2-6EB5-49AE-A897-54CFE7D024CF","iphone"
"60559727","site"
"353102050362471","android"
"2063868440","site"
"365419351","site"
"156175062","site"
"0x12af10436c0d453a","wap"
"355300050111033","android"
"aid_v1_73C00F6D-6B96-4FAF-9DDE-364D3153E8D1","iphone"
"990002953421284","android"
"aid_v1_C325E4D2-9466-4F3D-A2D5-3C7BFC96C45C","iphone"
"0x3d4aaf9e60d8209b","wap"
"99000314022407","android"
"1825292558","site"
"0xc1e2dfb9495ff4ac","wap"
"1517899424","site"
"aid_v1_735E6333-7A74-4BD0-BF00-C540722F1AD3","iphone"
"8f1cf3f0f0c813ca","android"
"1213547898","site"
"99000323011700","android"
"357445052312135","android"
"7e3b20e6d96aabd8","android"
"355859051658946","android"
"1211081511","site"
"352377052943988","android"
"0x523f3efdc9d4fc8a","wap"
"99000334222500","android"
"357441058997110","android"
"1824845364","site"
"2063859240","site"
"355674050341141","android"
"163603939","site"
"99000334808855","android"
"356489052786105","android"
"190410959","site"
"357441058417358","android"
"1703250101","site"
"32009a0bb1456000","android"
"606900563c9637ae","android"
"0xc25f84df2139e68f","wap"
"51a9119c8af58e38","android"
"354435050990159","android"
"862800029730157","android"
"f1acc57fb2941d0","android"
"1904244771","site"
"aid_v1_C2989ACA-9C8A-4AD4-9D97-EC38F5A12F02","iphone"
"99000335664609","android"
"354155051237018","android"
"357441056525996","android"
"99000335821583","android"
"2010636786","site"
"4100a0c753109000","android"
"99000336216969","android"
"519079061","site"
"0x65158fb9788fba8d","wap"
"357441054895920","android"
"517841130","site"
"354895050075956","android"
"355674053890433","android"
"99000336301844","android"
"911239254552450","android"
"354905056646815","android"
"3200e11261067000","android"
"354526050230834","android"
"355859051973840","android"
"353022056968057","android"
"1518116274","site"
"359164051789502","android"
"353627050904369","android"
"0x88d978b964040251","wap"
"60a26f65df024931","android"
"353043055907995","android"
"215185279","site"
"357441053931023","android"
"429520450","site"
"355859052108230","android"
"aid_v1_71D86BF9-7D47-42CA-A913-E33F2B59D541","iphone"
"355537053499341","android"
"99000336470937","android"
"354435050988807","android"
"1203263635","site"
"320747046","site"
"99000336627643","android"
"0x8908fdd104ffae81","wap"
"357441051687353","android"
"358757045060863","android"
"36197132","chrome"
"355300050095293","android"
"352967051036279","android"
"513cac43d2c33f8b","android"
"1563505749","site"
"357441050941603","android"
"7ea2d61f0439efb9","android"
"1719468340","site"
"1818664254","site"
"1201806896","site"
"357436050529671","android"
"1200772787","site"
"611812053","site"
"aid_v1_C2470AA4-6CEC-403B-AA2A-AC3CE5BF1015","iphone"
"61213b48cb82ca62","android"
"181734929","site"
"748cabf64aa9df49","android"
"356489053500034","android"
"11eb54b78c6de071","android"
"352801051593726","android"
"99000337692001","android"
"99000337826030","android"
"6dba12c9635d2130","android"
"353857050011499","android"
"321b9759055552b2","android"
"c1017fab1eb1e9d5","android"
"0x3cee6d4d2ca93773","wap"
"8f24bbbffeac8107","android"
"aid_v1_C1F1D40D-BD63-464A-B87D-4AB9E96B9E6F","iphone"
"613949762","chrome"
"0x898af41af3b314ff","wap"
"7ec9400719a72538","android"
"359548048631175","android"
"7eed95164fe34a0e","android"
"357397052118865","android"
"356489053545138","android"
"99000338084929","android"
"358703045337141","android"
"1199146366","site"
"0xc4c5ff1f23b0fc32","wap"
"352373059896667","android"
"6150eb9c68b6cb6f","android"
"356489053556648","android"
"7f036ec63824637d","android"
"181476033","site"
"99000339850131","android"
"0xc4cfa27a26e8c465","wap"
"323020032","site"
"99000339927801","android"
"3230620f670570f1","android"
"015d4a5ed7340415","android"
"99000339949786","android"
"357397050236677","android"
"c108297368bd3f45","android"
"aid_v1_FD47B99F-FE21-48E9-8CFF-A8008464F3A6","iphone"
"db564fee281bc6db","android"
"356489053568981","android"
"616053380","site"
"323090d88f2f6009","android"
"aid_v1_6F63BEA5-2316-4CC9-9336-CF9EC84C1C3B","iphone"
"357397050050375","android"
"2011601686","site"
"119558732","site"
"99000341093921","android"
"1906523994","site"
"0x8a30676e6a741d70","wap"
"1469731122","site"
"359092054960723","android"
"99000342643903","android"
"35d722f7d7c67625","android"
"99000342677225","android"
"507962658","site"
"357377055840483","android"
"352373059358296","android"
"8894895","site"
"1564277302","site"
"356489053773672","android"
"353617055536563","android"
"1908017477","site"
"354439052301191","android"
"353567053153426","android"
"356489053782996","android"
"19f695fbbb95c09c","android"
"1194416273","site"
"353314050616489","android"
"7192fc40b6880224","android"
"355687053055856","android"
"357377051358894","android"
"507161722","site"
"61b1311f0f88362d","android"
"324439977","site"
"99000342855471","android"
"99000342910163","android"
"325071769","site"
"99000343173743","android"
"0xc62e652d70b7bf4d","wap"
"99000343248857","android"
"355859052253549","android"
"357376051327602","android"
"aid_v1_6DC72583-E17F-463F-9435-492B2CB64D16","iphone"
"352373059273057","android"
"1631952878","site"
"aid_v1_6DBACEAF-0109-4ED8-820C-4AAEDD8EBE9C","iphone"
"355300050085880","android"
"32528c62fd3db925","android"
"b47f52b00b740f05","android"
"aid_v1_6D9C93B6-3F72-44E8-B573-E157A8453675","iphone"
"353115056962300","android"
"506cb901207d00cd","android"
"505ef4b421c972a0","android"
"35c21b91460e9ab0","android"
"118f7998a7ac6fb5","android"
"7f5408468af991a6","android"
"358920040651017","android"
"355300055636042","android"
"0x8a852b353742b05d","wap"
"325b5979371ede0d","android"
"352801051569825","android"
"911239255524185","android"
"61f655477fc8d192","android"
"326114897","site"
"505791730","site"
"356489054355420","android"
"99000343732064","android"
"357376050770422","android"
"0xc6f25781797c3718","wap"
"99000343896480","android"
"1469408416","site"
"353720058432184","android"
"356489054363630","android"
"353323055669716","android"
"911239255586044","android"
"99000344712644","android"
"357376050563348","android"
"99000344746027","android"
"8f2f0dfa4f139f1","android"
"352801051561418","android"
"620403776","site"
"327316287","site"
"862704021177674","android"
"357376050462475","android"
"352373058240370","android"
"355859052587938","android"
"1630805184","site"
"327488141","widget"
"b4b68b0960c7ddeb","android"
"327488141","site"
"355300050070700","android"
"e9544b20b77054","android"
"354439057299168","android"
"356489054385989","android"
"357376050081622","android"
"1704168644","site"
"504901093","site"
"35bb10cb28c73efa","android"
"0xc7c7d7cd208d7d1f","wap"
"191119103","site"
"e7c2406384b75314","android"
"623713b1511d4dc4","android"
"99000345498619","android"
"8f36d98f73a3ff04","android"
"1185984613","site"
"356489054403295","android"
"2014120266","site"
"357365051481782","android"
"99000345784055","android"
